,property_id,check_in_date,room_category,successful_bookings,capacity
5062,18561,2022-06-20,RT3,13,25
5063,17563,2022-06-20,RT3,9,16
5064,18559,2022-06-20,RT3,9,23
5065,18563,2022-06-20,RT3,9,23
5066,19560,2022-06-20,RT3,9,19
5067,16560,2022-06-20,RT3,10,20
5068,17564,2022-06-20,RT3,10,24
5069,16563,2022-06-20,RT3,12,20
5070,16561,2022-06-20,RT3,11,21
5071,17560,2022-06-20,RT3,11,25
5072,17561,2022-06-20,RT3,11,19
5073,18558,2022-06-20,RT3,11,26
5074,18560,2022-06-20,RT3,11,24
5075,17561,2022-06-20,RT4,2,4
5076,17562,2022-06-20,RT4,2,6
5077,19561,2022-06-20,RT4,2,7
5078,19563,2022-06-20,RT4,2,6
5079,16558,2022-06-20,RT4,2,3
5080,17560,2022-06-20,RT4,4,13
5081,16561,2022-06-20,RT4,5,10
5082,18561,2022-06-20,RT4,5,9
5083,17564,2022-06-20,RT4,6,17
5084,19559,2022-06-20,RT4,1,3
5085,18560,2022-06-20,RT4,7,15
5086,19560,2022-06-20,RT4,8,16
5087,18559,2022-06-20,RT4,8,19
5088,17563,2022-06-20,RT4,10,19
5089,19562,2022-06-20,RT4,8,14
5090,17559,2022-06-20,RT4,8,14
5091,18558,2022-06-20,RT4,8,20
5092,18562,2022-06-20,RT4,11,20
5093,18563,2022-06-20,RT4,7,18
5094,16563,2022-06-20,RT4,10,18
5095,16559,2022-06-20,RT4,11,18
5096,16562,2022-06-20,RT4,3,6
5097,17558,2022-06-20,RT4,3,6
5098,16560,2022-06-20,RT4,3,7
5099,19558,2022-06-20,RT4,3,7
5100,16559,2022-06-21,RT1,13,30
5101,18560,2022-06-21,RT1,15,30
5102,19562,2022-06-21,RT1,12,30
5103,19563,2022-06-21,RT1,13,30
5104,17558,2022-06-21,RT1,6,19
5105,16558,2022-06-21,RT1,9,19
5106,17560,2022-06-21,RT1,15,40
5107,19558,2022-06-21,RT1,14,40
5108,19560,2022-06-21,RT1,13,26
5109,17561,2022-06-21,RT1,13,26
5110,16560,2022-06-21,RT1,15,34
5111,16561,2022-06-21,RT1,10,18
5112,16562,2022-06-21,RT1,13,31
5113,16563,2022-06-21,RT1,22,41
5114,17559,2022-06-21,RT1,17,32
5115,17562,2022-06-21,RT1,7,20
5116,17563,2022-06-21,RT1,14,25
5117,18558,2022-06-21,RT1,8,15
5118,18559,2022-06-21,RT1,12,42
5119,18561,2022-06-21,RT1,18,33
5120,18562,2022-06-21,RT1,20,38
5121,18563,2022-06-21,RT1,11,27
5122,19559,2022-06-21,RT1,10,24
5123,19561,2022-06-21,RT1,13,36
5124,17564,2022-06-21,RT1,6,16
5125,19562,2022-06-21,RT2,11,23
5126,18563,2022-06-21,RT2,10,29
5127,17561,2022-06-21,RT2,20,36
5128,17558,2022-06-21,RT2,21,50
5129,16562,2022-06-21,RT2,21,43
5130,16561,2022-06-21,RT2,13,24
5131,16558,2022-06-21,RT2,10,22
5132,19560,2022-06-21,RT2,21,38
5133,16563,2022-06-21,RT2,21,38
5134,16559,2022-06-21,RT2,23,41
5135,19559,2022-06-21,RT2,18,41
5136,19558,2022-06-21,RT2,14,39
5137,17559,2022-06-21,RT2,23,39
5138,16560,2022-06-21,RT2,15,34
5139,18562,2022-06-21,RT2,22,34
5140,18559,2022-06-21,RT2,14,44
5141,17563,2022-06-21,RT2,21,44
5142,17562,2022-06-21,RT2,11,30
5143,18558,2022-06-21,RT2,13,30
5144,17564,2022-06-21,RT2,12,40
5145,18561,2022-06-21,RT2,19,40
5146,18560,2022-06-21,RT2,19,40
5147,17560,2022-06-21,RT2,19,45
5148,19561,2022-06-21,RT2,20,45
5149,19563,2022-06-21,RT2,22,45
5150,19563,2022-06-21,RT3,12,29
5151,19562,2022-06-21,RT3,13,29
5152,19561,2022-06-21,RT3,11,29
5153,18562,2022-06-21,RT3,14,29
5154,17558,2022-06-21,RT3,12,27
5155,17562,2022-06-21,RT3,9,27
5156,19559,2022-06-21,RT3,12,27
5157,16559,2022-06-21,RT3,16,32
5158,16558,2022-06-21,RT3,3,8
5159,16560,2022-06-21,RT3,8,20
5160,16562,2022-06-21,RT3,8,18
5161,17559,2022-06-21,RT3,8,16
5162,18559,2022-06-21,RT3,8,23
5163,18563,2022-06-21,RT3,8,23
5164,19558,2022-06-21,RT3,8,21
5165,18558,2022-06-21,RT3,9,26
5166,17564,2022-06-21,RT3,9,24
5167,16563,2022-06-21,RT3,10,20
5168,17560,2022-06-21,RT3,10,25
5169,17561,2022-06-21,RT3,10,19
5170,17563,2022-06-21,RT3,10,16
5171,19560,2022-06-21,RT3,10,19
5172,16561,2022-06-21,RT3,12,21
5173,18561,2022-06-21,RT3,12,25
5174,18560,2022-06-21,RT3,11,24
5175,16560,2022-06-21,RT4,2,7
5176,16558,2022-06-21,RT4,2,3
5177,19563,2022-06-21,RT4,4,6
5178,18561,2022-06-21,RT4,4,9
5179,16561,2022-06-21,RT4,6,10
5180,17560,2022-06-21,RT4,6,13
5181,17564,2022-06-21,RT4,6,17
5182,19559,2022-06-21,RT4,1,3
5183,18560,2022-06-21,RT4,9,15
5184,19560,2022-06-21,RT4,10,16
5185,18559,2022-06-21,RT4,6,19
5186,17563,2022-06-21,RT4,9,19
5187,19562,2022-06-21,RT4,6,14
5188,17559,2022-06-21,RT4,9,14
5189,18558,2022-06-21,RT4,8,20
5190,18562,2022-06-21,RT4,10,20
5191,18563,2022-06-21,RT4,7,18
5192,16563,2022-06-21,RT4,11,18
5193,16559,2022-06-21,RT4,10,18
5194,16562,2022-06-21,RT4,3,6
5195,17558,2022-06-21,RT4,3,6
5196,17562,2022-06-21,RT4,3,6
5197,19558,2022-06-21,RT4,3,7
5198,19561,2022-06-21,RT4,3,7
5199,17561,2022-06-21,RT4,3,4
5200,19563,2022-06-22,RT3,11,29
5201,16559,2022-06-22,RT1,15,30
5202,18560,2022-06-22,RT1,14,30
5203,19562,2022-06-22,RT1,15,30
5204,19563,2022-06-22,RT1,12,30
5205,17558,2022-06-22,RT1,8,19
5206,16558,2022-06-22,RT1,10,19
5207,17560,2022-06-22,RT1,16,40
5208,19558,2022-06-22,RT1,12,40
5209,19560,2022-06-22,RT1,12,26
5210,17561,2022-06-22,RT1,15,26
5211,16560,2022-06-22,RT1,14,34
5212,16561,2022-06-22,RT1,11,18
5213,16562,2022-06-22,RT1,11,31
5214,16563,2022-06-22,RT1,20,41
5215,17559,2022-06-22,RT1,14,32
5216,17562,2022-06-22,RT1,7,20
5217,17563,2022-06-22,RT1,10,25
5218,18558,2022-06-22,RT1,5,15
5219,18559,2022-06-22,RT1,15,42
5220,18561,2022-06-22,RT1,15,33
5221,18562,2022-06-22,RT1,17,38
5222,18563,2022-06-22,RT1,13,27
5223,19559,2022-06-22,RT1,9,24
5224,19561,2022-06-22,RT1,15,36
5225,17564,2022-06-22,RT1,5,16
5226,19562,2022-06-22,RT2,12,23
5227,18563,2022-06-22,RT2,13,29
5228,17561,2022-06-22,RT2,19,36
5229,17558,2022-06-22,RT2,22,50
5230,16562,2022-06-22,RT2,18,43
5231,16561,2022-06-22,RT2,13,24
5232,16558,2022-06-22,RT2,10,22
5233,19560,2022-06-22,RT2,19,38
5234,16563,2022-06-22,RT2,19,38
5235,16559,2022-06-22,RT2,22,41
5236,19559,2022-06-22,RT2,19,41
5237,19558,2022-06-22,RT2,13,39
5238,17559,2022-06-22,RT2,23,39
5239,16560,2022-06-22,RT2,14,34
5240,18562,2022-06-22,RT2,21,34
5241,18559,2022-06-22,RT2,17,44
5242,17563,2022-06-22,RT2,23,44
5243,17562,2022-06-22,RT2,10,30
5244,18558,2022-06-22,RT2,15,30
5245,17564,2022-06-22,RT2,19,40
5246,18561,2022-06-22,RT2,18,40
5247,18560,2022-06-22,RT2,20,40
5248,17560,2022-06-22,RT2,18,45
5249,19561,2022-06-22,RT2,18,45
5250,19563,2022-06-22,RT2,19,45
5251,19562,2022-06-22,RT3,15,29
5252,19561,2022-06-22,RT3,12,29
5253,18562,2022-06-22,RT3,16,29
5254,17558,2022-06-22,RT3,13,27
5255,17562,2022-06-22,RT3,11,27
5256,19559,2022-06-22,RT3,13,27
5257,16559,2022-06-22,RT3,16,32
5258,16558,2022-06-22,RT3,4,8
5259,16562,2022-06-22,RT3,7,18
5260,17559,2022-06-22,RT3,7,16
5261,18559,2022-06-22,RT3,7,23
5262,17563,2022-06-22,RT3,8,16
5263,19558,2022-06-22,RT3,8,21
5264,17564,2022-06-22,RT3,8,24
5265,16560,2022-06-22,RT3,9,20
5266,18563,2022-06-22,RT3,9,23
5267,19560,2022-06-22,RT3,9,19
5268,16563,2022-06-22,RT3,10,20
5269,18558,2022-06-22,RT3,10,26
5270,16561,2022-06-22,RT3,12,21
5271,17560,2022-06-22,RT3,12,25
5272,18560,2022-06-22,RT3,12,24
5273,17561,2022-06-22,RT3,11,19
5274,18561,2022-06-22,RT3,11,25
5275,17561,2022-06-22,RT4,2,4
5276,17562,2022-06-22,RT4,2,6
5277,19563,2022-06-22,RT4,2,6
5278,16558,2022-06-22,RT4,2,3
5279,17558,2022-06-22,RT4,4,6
5280,18561,2022-06-22,RT4,4,9
5281,16561,2022-06-22,RT4,5,10
5282,17560,2022-06-22,RT4,5,13
5283,17564,2022-06-22,RT4,5,17
5284,18560,2022-06-22,RT4,6,15
5285,19559,2022-06-22,RT4,1,3
5286,19560,2022-06-22,RT4,8,16
5287,18559,2022-06-22,RT4,6,19
5288,17563,2022-06-22,RT4,10,19
5289,19562,2022-06-22,RT4,8,14
5290,17559,2022-06-22,RT4,7,14
5291,18558,2022-06-22,RT4,8,20
5292,18562,2022-06-22,RT4,11,20
5293,18563,2022-06-22,RT4,7,18
5294,16563,2022-06-22,RT4,9,18
5295,16559,2022-06-22,RT4,9,18
5296,16562,2022-06-22,RT4,3,6
5297,16560,2022-06-22,RT4,3,7
5298,19558,2022-06-22,RT4,3,7
5299,19561,2022-06-22,RT4,3,7
5300,19563,2022-06-23,RT3,13,29
5301,18560,2022-06-23,RT1,15,30
5302,19562,2022-06-23,RT1,14,30
5303,19563,2022-06-23,RT1,11,30
5304,17558,2022-06-23,RT1,8,19
5305,16558,2022-06-23,RT1,9,19
5306,17560,2022-06-23,RT1,18,40
5307,19558,2022-06-23,RT1,11,40
5308,19560,2022-06-23,RT1,13,26
5309,17561,2022-06-23,RT1,16,26
5310,16560,2022-06-23,RT1,15,34
5311,16561,2022-06-23,RT1,9,18
5312,16562,2022-06-23,RT1,16,31
5313,16563,2022-06-23,RT1,22,41
5314,17559,2022-06-23,RT1,14,32
5315,17562,2022-06-23,RT1,7,20
5316,17563,2022-06-23,RT1,10,25
5317,18558,2022-06-23,RT1,6,15
5318,18559,2022-06-23,RT1,16,42
5319,18561,2022-06-23,RT1,15,33
5320,18562,2022-06-23,RT1,16,38
5321,18563,2022-06-23,RT1,10,27
5322,19559,2022-06-23,RT1,10,24
5323,19561,2022-06-23,RT1,13,36
5324,17564,2022-06-23,RT1,5,16
5325,19562,2022-06-23,RT2,11,23
5326,18563,2022-06-23,RT2,12,29
5327,17561,2022-06-23,RT2,21,36
5328,17558,2022-06-23,RT2,18,50
5329,16562,2022-06-23,RT2,18,43
5330,16561,2022-06-23,RT2,11,24
5331,16558,2022-06-23,RT2,11,22
5332,19560,2022-06-23,RT2,19,38
5333,16563,2022-06-23,RT2,19,38
5334,16559,2022-06-23,RT2,21,41
5335,19559,2022-06-23,RT2,21,41
5336,19558,2022-06-23,RT2,14,39
5337,17559,2022-06-23,RT2,20,39
5338,16560,2022-06-23,RT2,16,34
5339,18562,2022-06-23,RT2,17,34
5340,18559,2022-06-23,RT2,14,44
5341,17563,2022-06-23,RT2,26,44
5342,17562,2022-06-23,RT2,10,30
5343,18558,2022-06-23,RT2,12,30
5344,17564,2022-06-23,RT2,12,40
5345,18561,2022-06-23,RT2,19,40
5346,18560,2022-06-23,RT2,17,40
5347,17560,2022-06-23,RT2,20,45
5348,19561,2022-06-23,RT2,19,45
5349,19563,2022-06-23,RT2,18,45
5350,16559,2022-06-23,RT1,15,30
5351,19562,2022-06-23,RT3,15,29
5352,19561,2022-06-23,RT3,12,29
5353,18562,2022-06-23,RT3,15,29
5354,17558,2022-06-23,RT3,11,27
5355,17562,2022-06-23,RT3,9,27
5356,19559,2022-06-23,RT3,10,27
5357,16559,2022-06-23,RT3,19,32
5358,16558,2022-06-23,RT3,4,8
5359,16562,2022-06-23,RT3,7,18
5360,19558,2022-06-23,RT3,7,21
5361,17561,2022-06-23,RT3,8,19
5362,18559,2022-06-23,RT3,8,23
5363,17564,2022-06-23,RT3,8,24
5364,18561,2022-06-23,RT3,13,25
5365,18560,2022-06-23,RT3,14,24
5366,16560,2022-06-23,RT3,9,20
5367,17560,2022-06-23,RT3,9,25
5368,17563,2022-06-23,RT3,9,16
5369,16563,2022-06-23,RT3,10,20
5370,17559,2022-06-23,RT3,10,16
5371,18558,2022-06-23,RT3,10,26
5372,18563,2022-06-23,RT3,10,23
5373,19560,2022-06-23,RT3,10,19
5374,16561,2022-06-23,RT3,11,21
5375,17562,2022-06-23,RT4,2,6
5376,19558,2022-06-23,RT4,2,7
5377,19561,2022-06-23,RT4,2,7
5378,16558,2022-06-23,RT4,2,3
5379,16560,2022-06-23,RT4,4,7
5380,16561,2022-06-23,RT4,5,10
5381,17560,2022-06-23,RT4,5,13
5382,18561,2022-06-23,RT4,5,9
5383,17564,2022-06-23,RT4,6,17
5384,19559,2022-06-23,RT4,1,3
5385,18560,2022-06-23,RT4,8,15
5386,19560,2022-06-23,RT4,8,16
5387,18559,2022-06-23,RT4,6,19
5388,17563,2022-06-23,RT4,8,19
5389,19562,2022-06-23,RT4,7,14
5390,17559,2022-06-23,RT4,7,14
5391,18558,2022-06-23,RT4,10,20
5392,18562,2022-06-23,RT4,11,20
5393,18563,2022-06-23,RT4,8,18
5394,16563,2022-06-23,RT4,8,18
5395,16559,2022-06-23,RT4,9,18
5396,16562,2022-06-23,RT4,3,6
5397,17558,2022-06-23,RT4,3,6
5398,19563,2022-06-23,RT4,3,6
5399,17561,2022-06-23,RT4,3,4
5400,16559,2022-06-24,RT1,14,30
5401,18560,2022-06-24,RT1,15,30
5402,19562,2022-06-24,RT1,16,30
5403,19563,2022-06-24,RT1,13,30
5404,17558,2022-06-24,RT1,7,19
5405,16558,2022-06-24,RT1,11,19
5406,17560,2022-06-24,RT1,17,40
5407,19558,2022-06-24,RT1,13,40
5408,19560,2022-06-24,RT1,16,26
5409,17561,2022-06-24,RT1,14,26
5410,16560,2022-06-24,RT1,14,34
5411,16561,2022-06-24,RT1,10,18
5412,16562,2022-06-24,RT1,14,31
5413,16563,2022-06-24,RT1,24,41
5414,17559,2022-06-24,RT1,19,32
5415,17562,2022-06-24,RT1,7,20
5416,17563,2022-06-24,RT1,13,25
5417,18558,2022-06-24,RT1,6,15
5418,18559,2022-06-24,RT1,14,42
5419,18561,2022-06-24,RT1,18,33
5420,18562,2022-06-24,RT1,18,38
5421,18563,2022-06-24,RT1,11,27
5422,19559,2022-06-24,RT1,11,24
5423,19561,2022-06-24,RT1,18,36
5424,17564,2022-06-24,RT1,6,16
5425,19562,2022-06-24,RT2,10,23
5426,18563,2022-06-24,RT2,13,29
5427,17561,2022-06-24,RT2,17,36
5428,17558,2022-06-24,RT2,22,50
5429,16562,2022-06-24,RT2,19,43
5430,16561,2022-06-24,RT2,11,24
5431,16558,2022-06-24,RT2,11,22
5432,19560,2022-06-24,RT2,18,38
5433,16563,2022-06-24,RT2,20,38
5434,16559,2022-06-24,RT2,20,41
5435,19559,2022-06-24,RT2,16,41
5436,19558,2022-06-24,RT2,13,39
5437,17559,2022-06-24,RT2,23,39
5438,16560,2022-06-24,RT2,13,34
5439,18562,2022-06-24,RT2,18,34
5440,18559,2022-06-24,RT2,12,44
5441,17563,2022-06-24,RT2,23,44
5442,17562,2022-06-24,RT2,9,30
5443,18558,2022-06-24,RT2,12,30
5444,17564,2022-06-24,RT2,15,40
5445,18561,2022-06-24,RT2,18,40
5446,18560,2022-06-24,RT2,19,40
5447,17560,2022-06-24,RT2,22,45
5448,19561,2022-06-24,RT2,21,45
5449,19563,2022-06-24,RT2,19,45
5450,19563,2022-06-24,RT3,13,29
5451,19562,2022-06-24,RT3,16,29
5452,19561,2022-06-24,RT3,12,29
5453,18562,2022-06-24,RT3,15,29
5454,17558,2022-06-24,RT3,11,27
5455,17562,2022-06-24,RT3,8,27
5456,19559,2022-06-24,RT3,12,27
5457,16559,2022-06-24,RT3,16,32
5458,16558,2022-06-24,RT3,4,8
5459,17563,2022-06-24,RT3,7,16
5460,17559,2022-06-24,RT3,8,16
5461,18559,2022-06-24,RT3,8,23
5462,19558,2022-06-24,RT3,8,21
5463,19560,2022-06-24,RT3,8,19
5464,16561,2022-06-24,RT3,14,21
5465,16560,2022-06-24,RT3,9,20
5466,17561,2022-06-24,RT3,9,19
5467,18563,2022-06-24,RT3,9,23
5468,17564,2022-06-24,RT3,9,24
5469,16562,2022-06-24,RT3,10,18
5470,17560,2022-06-24,RT3,10,25
5471,18558,2022-06-24,RT3,12,26
5472,18560,2022-06-24,RT3,12,24
5473,18561,2022-06-24,RT3,12,25
5474,16563,2022-06-24,RT3,11,20
5475,16562,2022-06-24,RT4,2,6
5476,17561,2022-06-24,RT4,2,4
5477,17562,2022-06-24,RT4,2,6
5478,19558,2022-06-24,RT4,2,7
5479,19563,2022-06-24,RT4,2,6
5480,19559,2022-06-24,RT4,2,3
5481,16558,2022-06-24,RT4,2,3
5482,18561,2022-06-24,RT4,4,9
5483,16561,2022-06-24,RT4,5,10
5484,17560,2022-06-24,RT4,5,13
5485,17564,2022-06-24,RT4,6,17
5486,18560,2022-06-24,RT4,7,15
5487,19560,2022-06-24,RT4,9,16
5488,18559,2022-06-24,RT4,6,19
5489,17563,2022-06-24,RT4,8,19
5490,19562,2022-06-24,RT4,8,14
5491,17559,2022-06-24,RT4,6,14
5492,18558,2022-06-24,RT4,9,20
5493,18562,2022-06-24,RT4,8,20
5494,18563,2022-06-24,RT4,8,18
5495,16563,2022-06-24,RT4,10,18
5496,16559,2022-06-24,RT4,9,18
5497,17558,2022-06-24,RT4,3,6
5498,16560,2022-06-24,RT4,3,7
5499,19561,2022-06-24,RT4,3,7
5500,16559,2022-06-25,RT1,20,30
5501,18560,2022-06-25,RT1,22,30
5502,19562,2022-06-25,RT1,21,30
5503,19563,2022-06-25,RT1,19,30
5504,17558,2022-06-25,RT1,10,19
5505,16558,2022-06-25,RT1,14,19
5506,17560,2022-06-25,RT1,26,40
5507,19558,2022-06-25,RT1,24,40
5508,19560,2022-06-25,RT1,18,26
5509,17561,2022-06-25,RT1,20,26
5510,16560,2022-06-25,RT1,20,34
5511,16561,2022-06-25,RT1,14,18
5512,16562,2022-06-25,RT1,18,31
5513,16563,2022-06-25,RT1,31,41
5514,17559,2022-06-25,RT1,22,32
5515,17562,2022-06-25,RT1,9,20
5516,17563,2022-06-25,RT1,16,25
5517,18558,2022-06-25,RT1,9,15
5518,18559,2022-06-25,RT1,25,42
5519,18561,2022-06-25,RT1,28,33
5520,18562,2022-06-25,RT1,27,38
5521,18563,2022-06-25,RT1,15,27
5522,19559,2022-06-25,RT1,13,24
5523,19561,2022-06-25,RT1,23,36
5524,17564,2022-06-25,RT1,7,16
5525,19562,2022-06-25,RT2,18,23
5526,18563,2022-06-25,RT2,18,29
5527,17561,2022-06-25,RT2,27,36
5528,17558,2022-06-25,RT2,28,50
5529,16562,2022-06-25,RT2,25,43
5530,16561,2022-06-25,RT2,17,24
5531,16558,2022-06-25,RT2,15,22
5532,19560,2022-06-25,RT2,28,38
5533,16563,2022-06-25,RT2,31,38
5534,16559,2022-06-25,RT2,26,41
5535,19559,2022-06-25,RT2,27,41
5536,19558,2022-06-25,RT2,18,39
5537,17559,2022-06-25,RT2,28,39
5538,16560,2022-06-25,RT2,21,34
5539,18562,2022-06-25,RT2,24,34
5540,18559,2022-06-25,RT2,24,44
5541,17563,2022-06-25,RT2,33,44
5542,17562,2022-06-25,RT2,16,30
5543,18558,2022-06-25,RT2,19,30
5544,17564,2022-06-25,RT2,21,40
5545,18561,2022-06-25,RT2,29,40
5546,18560,2022-06-25,RT2,33,40
5547,17560,2022-06-25,RT2,24,45
5548,19561,2022-06-25,RT2,28,45
5549,19563,2022-06-25,RT2,28,45
5550,19563,2022-06-25,RT3,19,29
5551,19562,2022-06-25,RT3,21,29
5552,19561,2022-06-25,RT3,16,29
5553,18562,2022-06-25,RT3,20,29
5554,17558,2022-06-25,RT3,15,27
5555,17562,2022-06-25,RT3,12,27
5556,19559,2022-06-25,RT3,17,27
5557,16559,2022-06-25,RT3,26,32
5558,16558,2022-06-25,RT3,7,8
5559,17560,2022-06-25,RT3,15,25
5560,18561,2022-06-25,RT3,18,25
5561,16561,2022-06-25,RT3,16,21
5562,16563,2022-06-25,RT3,17,20
5563,17561,2022-06-25,RT3,16,19
5564,18558,2022-06-25,RT3,17,26
5565,18560,2022-06-25,RT3,18,24
5566,18559,2022-06-25,RT3,13,23
5567,18563,2022-06-25,RT3,13,23
5568,17563,2022-06-25,RT3,14,16
5569,19560,2022-06-25,RT3,14,19
5570,17564,2022-06-25,RT3,12,24
5571,16560,2022-06-25,RT3,11,20
5572,16562,2022-06-25,RT3,11,18
5573,17559,2022-06-25,RT3,11,16
5574,19558,2022-06-25,RT3,11,21
5575,19559,2022-06-25,RT4,2,3
5576,16558,2022-06-25,RT4,2,3
5577,16562,2022-06-25,RT4,4,6
5578,17558,2022-06-25,RT4,4,6
5579,17562,2022-06-25,RT4,4,6
5580,16560,2022-06-25,RT4,4,7
5581,19561,2022-06-25,RT4,4,7
5582,16561,2022-06-25,RT4,7,10
5583,17560,2022-06-25,RT4,7,13
5584,18561,2022-06-25,RT4,7,9
5585,17564,2022-06-25,RT4,9,17
5586,18560,2022-06-25,RT4,11,15
5587,19560,2022-06-25,RT4,13,16
5588,18559,2022-06-25,RT4,9,19
5589,17563,2022-06-25,RT4,14,19
5590,19562,2022-06-25,RT4,10,14
5591,17559,2022-06-25,RT4,10,14
5592,18558,2022-06-25,RT4,13,20
5593,18562,2022-06-25,RT4,14,20
5594,18563,2022-06-25,RT4,10,18
5595,16563,2022-06-25,RT4,15,18
5596,16559,2022-06-25,RT4,12,18
5597,19563,2022-06-25,RT4,3,6
5598,19558,2022-06-25,RT4,3,7
5599,17561,2022-06-25,RT4,3,4
5600,19563,2022-06-26,RT3,20,29
5601,18560,2022-06-26,RT1,28,30
5602,19562,2022-06-26,RT1,27,30
5603,19563,2022-06-26,RT1,22,30
5604,17558,2022-06-26,RT1,15,19
5605,16558,2022-06-26,RT1,16,19
5606,17560,2022-06-26,RT1,28,40
5607,19558,2022-06-26,RT1,24,40
5608,19560,2022-06-26,RT1,22,26
5609,17561,2022-06-26,RT1,23,26
5610,16560,2022-06-26,RT1,25,34
5611,16561,2022-06-26,RT1,16,18
5612,16562,2022-06-26,RT1,23,31
5613,16563,2022-06-26,RT1,40,41
5614,17559,2022-06-26,RT1,30,32
5615,17562,2022-06-26,RT1,11,20
5616,17563,2022-06-26,RT1,24,25
5617,18558,2022-06-26,RT1,11,15
5618,18559,2022-06-26,RT1,25,42
5619,18561,2022-06-26,RT1,28,33
5620,18562,2022-06-26,RT1,33,38
5621,18563,2022-06-26,RT1,19,27
5622,19559,2022-06-26,RT1,17,24
5623,19561,2022-06-26,RT1,28,36
5624,17564,2022-06-26,RT1,9,16
5625,19562,2022-06-26,RT2,20,23
5626,18563,2022-06-26,RT2,21,29
5627,17561,2022-06-26,RT2,31,36
5628,17558,2022-06-26,RT2,34,50
5629,16562,2022-06-26,RT2,31,43
5630,16561,2022-06-26,RT2,20,24
5631,16558,2022-06-26,RT2,21,22
5632,19560,2022-06-26,RT2,32,38
5633,16563,2022-06-26,RT2,34,38
5634,16559,2022-06-26,RT2,38,41
5635,19559,2022-06-26,RT2,31,41
5636,19558,2022-06-26,RT2,26,39
5637,17559,2022-06-26,RT2,36,39
5638,16560,2022-06-26,RT2,26,34
5639,18562,2022-06-26,RT2,31,34
5640,18559,2022-06-26,RT2,29,44
5641,17563,2022-06-26,RT2,40,44
5642,17562,2022-06-26,RT2,17,30
5643,18558,2022-06-26,RT2,23,30
5644,17564,2022-06-26,RT2,27,40
5645,18561,2022-06-26,RT2,37,40
5646,18560,2022-06-26,RT2,36,40
5647,17560,2022-06-26,RT2,31,45
5648,19561,2022-06-26,RT2,34,45
5649,19563,2022-06-26,RT2,33,45
5650,16559,2022-06-26,RT1,29,30
5651,19562,2022-06-26,RT3,26,29
5652,19561,2022-06-26,RT3,20,29
5653,18562,2022-06-26,RT3,26,29
5654,17558,2022-06-26,RT3,19,27
5655,17562,2022-06-26,RT3,17,27
5656,19559,2022-06-26,RT3,21,27
5657,16559,2022-06-26,RT3,28,32
5658,17560,2022-06-26,RT3,19,25
5659,18561,2022-06-26,RT3,22,25
5660,16561,2022-06-26,RT3,18,21
5661,16563,2022-06-26,RT3,18,20
5662,17561,2022-06-26,RT3,17,19
5663,18558,2022-06-26,RT3,19,26
5664,18560,2022-06-26,RT3,23,24
5665,18563,2022-06-26,RT3,18,23
5666,19560,2022-06-26,RT3,17,19
5667,17564,2022-06-26,RT3,16,24
5668,17559,2022-06-26,RT3,15,16
5669,17563,2022-06-26,RT3,15,16
5670,16558,2022-06-26,RT3,8,8
5671,16562,2022-06-26,RT3,13,18
5672,16560,2022-06-26,RT3,14,20
5673,18559,2022-06-26,RT3,14,23
5674,19558,2022-06-26,RT3,12,21
5675,19559,2022-06-26,RT4,2,3
5676,17558,2022-06-26,RT4,4,6
5677,17562,2022-06-26,RT4,4,6
5678,19558,2022-06-26,RT4,4,7
5679,17561,2022-06-26,RT4,4,4
5680,16560,2022-06-26,RT4,5,7
5681,16562,2022-06-26,RT4,5,6
5682,19561,2022-06-26,RT4,5,7
5683,19563,2022-06-26,RT4,5,6
5684,16561,2022-06-26,RT4,9,10
5685,17560,2022-06-26,RT4,9,13
5686,18561,2022-06-26,RT4,8,9
5687,17564,2022-06-26,RT4,11,17
5688,18560,2022-06-26,RT4,13,15
5689,19560,2022-06-26,RT4,14,16
5690,18559,2022-06-26,RT4,12,19
5691,17563,2022-06-26,RT4,19,19
5692,19562,2022-06-26,RT4,13,14
5693,17559,2022-06-26,RT4,12,14
5694,18558,2022-06-26,RT4,14,20
5695,18562,2022-06-26,RT4,19,20
5696,18563,2022-06-26,RT4,14,18
5697,16563,2022-06-26,RT4,16,18
5698,16559,2022-06-26,RT4,16,18
5699,16558,2022-06-26,RT4,3,3
5700,16559,2022-06-27,RT1,19,30
5701,18560,2022-06-27,RT1,18,30
5702,19562,2022-06-27,RT1,18,30
5703,19563,2022-06-27,RT1,17,30
5704,17558,2022-06-27,RT1,10,19
5705,16558,2022-06-27,RT1,12,19
5706,17560,2022-06-27,RT1,21,40
5707,19558,2022-06-27,RT1,18,40
5708,19560,2022-06-27,RT1,15,26
5709,17561,2022-06-27,RT1,17,26
5710,16560,2022-06-27,RT1,19,34
5711,16561,2022-06-27,RT1,10,18
5712,16562,2022-06-27,RT1,14,31
5713,16563,2022-06-27,RT1,27,41
5714,17559,2022-06-27,RT1,17,32
5715,17562,2022-06-27,RT1,9,20
5716,17563,2022-06-27,RT1,17,25
5717,18558,2022-06-27,RT1,8,15
5718,18559,2022-06-27,RT1,19,42
5719,18561,2022-06-27,RT1,22,33
5720,18562,2022-06-27,RT1,24,38
5721,18563,2022-06-27,RT1,15,27
5722,19559,2022-06-27,RT1,12,24
5723,19561,2022-06-27,RT1,16,36
5724,17564,2022-06-27,RT1,6,16
5725,19562,2022-06-27,RT2,15,23
5726,18563,2022-06-27,RT2,14,29
